RCN;Code;Title;ShortTitle;Language
10140;ENERGY-9;Knowledge for energy policy making;;en
10141;ENERGY-9.1;Knowledge tools for energy-related policy making (RTD);;en
10142;ENERGY-9.2;Scientific support to policy;;en
10143;ENV-1;Climate change, pollution, and risks;;en
10144;ENV-1.1;Pressures on environment and climate;;en
10145;ENV-1.1.1;The Earth System and Climate: Functioning and abrupt changes;;en
10146;ENV-1.1.2;Emissions and Pressures: natural and anthropogenic;;en
10147;ENV-1.1.3;The Global Carbon cycle - GreenHouse Gas budget;;en
10148;ENV-1.1.4;Future Climate;;en
10149;ENV-1.1.5;Climate Change Natural and Socio-economic Impacts;;en
10150;ENV-1.1.6;Response strategies: Adaptation, Mitigation and Policies;;en
10151;ENV-1.2;Environment and Health;;en
10152;ENV-1.2.1;Health effects of exposure to environmental stressors;;en
10153;ENV-1.2.2;Integrated approaches for environment and health risk assessment;;en
10154;ENV-1.2.3;Delivery of methods and decision support tools for risk analysis and policy development;;en
10155;ENV-1.3;Natural hazards;;en
10156;ENV-1.3.1;Hazard assessment, triggering factors and forecasting;;en
10157;ENV-1.3.2;Vulnerability assessment and societal impacts;;en
10158;ENV-1.3.3;Risk assessment and management;;en
10159;ENV-1.3.4;Multi-risk evaluation and mitigation strategies;;en
10160;ENV-2;Sustainable management of resources;;en
10161;ENV-2.1;Conservation and sustainable management of natural and man-made resources and biodiversity;;en
10162;ENV-2.1.1;Integrated Resource Management;;en
10163;ENV-2.1.2;Water resources;;en
10164;ENV-2.1.3;Soil research and desertification;;en
10165;ENV-2.1.4;Biodiversity;;en
10166;ENV-2.1.5;Urban development;;en
10167;ENV-2.1.6;Consumption patterns;;en
10168;ENV-2.1.7;Integrated forest research;;en
10169;ENV-2.2;Management of marine environments;;en
10170;ENV-2.2.1;Marine resources;;en
10171;ENV-3;Environmental technologies;;en
10172;ENV-3.1;Environmental technologies for observation, simulation, prevention, mitigation, adaptation, remediation and restoration of the natural and man-made environment;;en
10173;ENV-3.1.1;Water;;en
10174;ENV-3.1.2;Soil;;en
10175;ENV-3.1.3;Waste;;en
10176;ENV-3.1.4;Clean Technologies;;en
10177;ENV-3.1.5;Built environment;;en
10178;ENV-3.2;Protection, conservation and enhancement of cultural heritage, including human habitat;;en
10179;ENV-3.2.1;Assessment and conservation in cultural heritage;;en
10180;ENV-3.2.2;Networking, knowledge transfer and optimisation of results in cultural heritage;;en
10181;ENV-3.2.3;Environment technologies for archaeology and landscapes;;en
10182;ENV-3.2.4;Fostering the integration of cultural heritage in urban and rural settings;;en
10183;ENV-3.3;Technology assessment, verification and testing;;en
10184;ENV-3.3.1;Risk assessment of chemicals and alternative strategies for testing;;en
10185;ENV-3.3.2;Technology Assessment;;en
10186;ENV-3.3.3;Environmental Technologies Verification and Testing;;en
10187;ENV-4;Earth observation and assessment tools;;en
10188;ENV-4.1;Earth and ocean observation systems and monitoring methods for the environment and sustainable development;;en
10189;ENV-4.1.1;Integration of European activities within GEO;;en
10190;ENV-4.1.2;Cross-cutting research activities relevant to GEO;;en
10191;ENV-4.1.3;Earth Observation activities in emerging areas;;en
10192;ENV-4.1.4;Developing capacity building activities in the domain of earth observation in developing countries;;en
10193;ENV-4.1.5;Support to the functioning of the GEO Secretariat;;en
10194;ENV-4.2;Forecasting methods and assessment tools for sustainable development taking into account differing scales of observation;;en
10195;ENV-4.2.1;Assessment tools and models, foresight and scenarios for sustainable development: the environment as an economic opportunity;;en
10196;ENV-4.2.2;Sustainable development indicators and externalities;;en
10197;ENV-4.2.3;Multifunctional land use and sustainable development;;en
10198;ENV-4.2.4;Engaging civil society in research on sustainable development;;en
10199;ENV-5;Horizontal actions;;en
10200;ENV-5.1;Dissemination and horizontal activities;;en
10201;Fission-1;Management of Ultimate Radioactive Waste;;en
10202;Fission-1.1;Geological disposal;;en
10203;Fission-1.2;Partitioning and transmutation;;en
10204;Fission-2;Reactor Systems;;en
10205;Fission-2.1;Safety and competitiveness of existing and future nuclear installations;;en
10206;Fission-2.2;Advanced nuclear systems for increased sustainability;;en
10207;Fission-3;Radiation Protection;;en
10208;Fission-3.1;Quantification of risks for low and protracted exposures;;en
10209;Fission-3.2;Medical uses of radiation;;en
10210;Fission-3.3;Emergency management and rehabilitation;;en
10211;Fission-4;Infrastructures;;en
10212;Fission-4.1;Supporting infrastructures;;en
10213;Fission-4.2;Access to infrastructures;;en
10214;Fission-5;Human Resources and training;;en
10215;Fission-5.1;Training of research workers;;en
10216;Fission-6;Cross-Cutting Actions;;en
10217;Fusion-1;ITER International Organisation;;en
10218;Fusion-2;European Joint Undertaking;;en
10219;Fusion-3;Programmes of the Associations;;en
10220;Fusion-4;Association Programme within the European Fusion Development Agreement;;en
10221;Fusion-5;Mobility of Researchers;;en
10222;Fusion-6;Fellowships and Training;;en
10223;Fusion-7;Support Actions;;en
10224;Fusion-8;Integrated Infrastructures Supporting Cross-cutting Activities;;en
10225;Fusion-9;Cost Sharing Actions;;en
10226;HEALTH-1;Biotechnology, generic tools and medical technologies for human health;;en
10227;HEALTH-1.1;High-throughput research;;en
10228;HEALTH-2007-1.2;Detection, diagnosis and monitoring;;en
10229;HEALTH-2007-1.3;Suitability, safety, efficacy of therapies;;en
10230;HEALTH-2007-1.4;Innovative therapeutic approaches and interventions;;en
10231;HEALTH-2007-2;Translating research for human health;;en
10232;HEALTH-2007-2.1;Integrating biological data and processes: large-scale data gathering, systems biology;;en
10233;HEALTH-2007-2.1.1;Large scale data gathering;;en
10234;HEALTH-2007-2.1.2;Systems biology;;en
10235;HEALTH-2007-2.2;Research on the brain and related diseases, human development and ageing;;en
10236;HEALTH-2007-2.2.1;Brain and brain-related diseases;;en
10237;HEALTH-2007-2.2.2;Human development and ageing;;en
10238;HEALTH-2007-2.3;Translational research in major infectious diseases: To confront major threats to public health;;en
10239;HEALTH-2007-2.3.1;Anti-microbial drug resitance;;en
10240;HEALTH-2007-2.3.2;HIV/AIDS, malaria and tuberculosis;;en
10241;HEALTH-2007-2.3.3;Potentially new and re-emerging epidemics;;en
10242;HEALTH-2007-2.3.4;Neglected infectious diseases;;en
10243;HEALTH-2007-2.4;Translational research in other major diseases;;en
10244;HEALTH-2007-2.4.1;Cancer;;en
10245;HEALTH-2007-2.4.2;Cardiovascular diseases;;en
10246;HEALTH-2007-2.4.3;Diabetes and obesity;;en
10247;HEALTH-2007-2.4.4;Rare diseases;;en
10248;HEALTH-2007-2.4.5;Other chronic diseases;;en
10249;HEALTH-2007-3;Optimising the delivery of healthcare to European citizens;;en
10250;HEALTH-2007-3.1;Translating the results of clinical research outcome into clinical practice including better use of medicines, and appropriate use of behavioural and organisational interventions and new health therapies and technologies;;en
10251;HEALTH-2007-3.3;Health promotion;;en
10252;HEALTH-2007-3.4;"INTERNATIONAL PUBLIC HEALTH &amp; HEALTH SYSTEMS";;en
10253;HEALTH-2007-3.5;Specific international cooperation actions for health system research;;en
10254;HEALTH-2007-4;Other Actions across the Health Theme;;en
10255;HEALTH-2007-4.1;Coordination and Support Actions across the Theme;;en
10256;HEALTH-2007-4.2;Responding to EU policy needs;;en
10257;HEALTH-3.2;Quality, efficiency and solidarity of healthcare systems including transitional health systems;;en
10258;ICT.2007.9;Horizontal support actions;;en
10259;ICT-2007.1;Pervasive and Trustworthy network and service infrastructures;;en
10260;ICT-2007.1.1;The network of the future;;en
10261;ICT-2007.1.2;Service and software architectures, infrastructures and engineering;;en
10262;ICT-2007.1.3;ICT in support of the networked enterprise;;en
10263;ICT-2007.1.4;Secure, dependable and trusted infrastructures;;en
10264;ICT-2007.1.5;Networked media;;en
10265;ICT-2007.1.6;New paradigms and experimental facilities;;en
10266;ICT-2007.3;Components, systems, engineering;;en
10267;ICT-2007.3.1;Next-generation nanoelectronic components and electronics integration;;en
10268;ICT-2007.3.2;Organic and large area electronics, visualisation and display systems;;en
10269;ICT-2007.3.3;Embedded systems design;;en
10270;ICT-2007.3.4;Computing systems;;en
10271;ICT-2007.3.5;Photonic components and subsystems;;en
10272;ICT-2007.3.6;Micro/nanosystems;;en
10273;ICT-2007.3.7;Network embedded and control systems;;en
10274;ICT-2007.4;Digital libraries and content;;en
10275;ICT-2007.5;Towards sustainable and personalised healthcare;;en
10276;ICT-2007.5.1;Personal health systems for monitoring and point-of-care diagnostics;;en
10277;ICT-2007.5.2;Advanced ICT for risk assessment and patient safety;;en
10278;ICT-2007.5.3;Virtual physiological human;;en
10279;ICT-2007.6;ICT for mobility, environmental sustainability and energy efficiency;;en
10280;ICT-2007.6.1;ICT for intelligent vehicles and mobility services;;en
10281;ICT-2007.6.2;ICT for cooperative systems;;en
10282;ICT-2007.6.3;ICT for environmental management and energy efficiency;;en
10283;ICT-2007.7;ICT for Independent Living, Inclusion and Governance;;en
10284;ICT-2007.7.1;ICT and ageing;;en
10285;ICT-2007.7.2;Accessible and inclusive ICT;;en
10286;ICT-2007.8;Future and emerging technologies;;en
10287;ICT-2007.8.0;FET Open;;en
10288;ICT-2007.8.1;Nanoscale ICT devices and systems;;en
10289;ICT-2007.8.2;Pervasive adaptation;;en
10290;ICT-2007.8.3;Bio-ICT convergence;;en
10291;ICT-2007.8.4;Science of complex systems for socially intelligent ICT;;en
10292;ICT-2007.8.5;Embodied intelligence;;en
10293;ICT-2007.8.6;ICT forever yours;;en
10294;ICT-2007.9.1;International cooperation;;en
10295;ICT-2007.9.3;Transnational cooperation among National Contact Points;;en
10296;ICT-SEC-2007.1.7;Information and Communication Technologies: Critical Infrastructure Protection;;en
10297;INCO-1;"Bi-regional coordination of S&amp;T cooperation including priority setting and definition of S&amp;T cooperation policies";;en
10298;INCO-2;"Bilateral coordination for the enhancement and development of S&amp;T Partnerships";;en
10299;INCO-2007-1.1;Western Balkan countries Region;;en
10300;INCO-2007-1.2;Mediterranean Partner countries Region;;en
10301;INCO-2007-1.3;Eastern European and Central Asia  Region;;en
10302;INCO-2007-1.4;Latin America Region;;en
10303;INCO-2007-1.5;Africa and the Caribbean Pacific Region;;en
10304;INCO-2007-1.6;Asia Region;;en
10305;INCO-2007-3.1;"ERA-NET projects ""International Cooperation""";;en
10306;INCO-2007-3.2;"ERA-NET PLUS projects ""International Cooperation""";;en
10307;INCO-2007-4.1;Reinforcing the network of National Contact Points (NCP) under the activities of International Cooperation by promoting trans-national co-operation;;en
10308;INCO-3;"Supporting the coordination of national and regional policies and activities of Member States and Associated States on international S&amp;T cooperation";;en
10309;INFRA-1;Support to existing research infrastructures;;en
10310;INFRA-1.1;Integrating Activities;;en
10311;INFRA-1.2;ICT-based e-Infrastructures;;en
10312;INFRA-2;Support to new research infrastructures;;en
10313;INFRA-3;Support to policy development and Programme implementation;;en
10314;INFRASTR-2.1;Design Studies;;en
10315;INFRASTR-2.2;Construction of new infrastructures (or major upgrades) - preparatory phase;;en
10316;KBBE-1;Sustainable production and management of biological resources from land, forest, and aquatic environment;;en
10317;KBBE-1-1;Enabling Research;;en
10318;KBBE-1-2;"Increased sustainability of all production systems (agriculture, forestry, fisheries and aquaculture); plant health and crop protection";;en
10320;KBBE-2007-1-4;Socio-economic research and support to policies;;en
10321;KBBE-2007-2;Fork to farm: Food, health and well being;;en
10331;KBBE-4;Other activities;;en
10332;NMP-1;Nanosciences and Nanotechnologies;;en
10333;NMP-1.1;Maximising the contribution of Nanotechnology on sustainable development;;en
10334;NMP-1.2;Nanotechnology for benefiting environment, energy and health;;en
10335;NMP-1.3;Ensuring the safety of Nanotechnology;;en
10336;NMP-2;Materials;;en
10337;NMP-2.1;Enabling Research and Development;;en
10338;NMP-2.2;Innovative materials for advanced applications;;en
10339;NMP-2.3;Structuring actions;;en
10340;NMP-2.4;Advances in chemical technologies and materials processing;;en
10341;NMP-2.5;Using engineering to develop high performance knowledge-based materials;;en
10342;NMP-3;New production;;en
10343;NMP-3.1;Development and validation of new industrial models and strategies;;en
10344;NMP-3.2;Adaptive production systems;;en
10345;NMP-3.3;Networked production;;en
10346;NMP-3.4;Rapid transfer and integration of new technologies into the design and operation of manufacturing processes;;en
10347;NMP-3.5;Exploitation of the convergence of technologies;;en
10348;NMP-4;Integration;;en
10349;SEC-1;Increasing the Security of citizens;;en
10350;SEC-2;Increasing the Security of infrastructures and utilities;;en
10351;SEC-3;Intelligent surveillance and enhancing border security;;en
10352;SEC-4;Restoring security and safety in case of crisis;;en
10353;SEC-5;Improving Security systems integration, interconnectivity and interoperability;;en
10354;SEC-6;Security and society;;en
10355;SEC-6.1;Citizens, media and security;;en
10356;SEC-6.2;Organisational structures and cultures of public users;;en
10357;SEC-6.3;Foresight, scenarios and security as an evolving concept;;en
10358;SEC-6.4;Security Economics;;en
10359;SEC-6.5;Ethics and justice;;en
10360;SEC-7;Security Research coordination and structuring;;en
10361;SiS-1;A more dynamic governance of the science and society relationship;;en
10362;SiS-1.1;Better understanding of the place of science and technology in society;;en
10363;SiS-1.1.1;Research on relationships between science, democracy and law;;en
10364;SiS-1.1.2;Research on ethics in science and technology;;en
10365;SiS-1.1.3;Research on the reciprocal influence of science and culture;;en
10366;SiS-1.2;Broader engagement to anticipate and clarify political, societal and ethical issues;;en
10367;SiS-1.2.1;Broader engagement on science-related questions;;en
10368;SiS-1.2.2;Conditions for an informed debate on ethics and science;;en
10369;SiS-1.2.3;Cross Thematic partnerships;;en
10370;SiS-1.3;Strengthening and improving the European science system;;en
10371;SiS-1.4;The evolving role of universities;;en
10372;SiS-2;Strengthening potential, broadening horizons;;en
10373;SiS-2.1;Gender and Research;;en
10374;SiS-2.1.1;Strengthening the role of women in scientific research and in scientific decision-making bodies;;en
10375;SiS-2.2;Young People and Science;;en
10376;SiS-2.2.1;Supporting formal and informal science education in schools as well as through science centres and museums and other relevant means;;en
